Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
7,4,16,783,87,19,3,486.725,30.734,1869.729,1798.585
7,4,17,664,74,18,3,262.794,23.962,936.974,893.279
7,4,18,442,50,16,2,68.016,16.851,212.697,185.423
7,4,19,0,0,14,2,0,14,0,0
7,4,20,0,0,14,2,0,14,0,0
7,4,21,0,0,13,3,0,13,0,0
7,4,22,0,0,13,2,0,13,0,0
7,4,23,0,0,13,2,0,13,0,0
7,5,0,0,0,12,2,0,12,0,0
7,5,1,0,0,12,2,0,12,0,0
7,5,2,0,0,12,2,0,12,0,0
7,5,3,0,0,11,1,0,11,0,0
7,5,4,0,0,11,1,0,11,0,0
7,5,5,257,31,13,1,24.342,11.267,106.869,81.636
7,5,6,556,69,15,1,164.812,18.155,551.226,516.809
7,5,7,706,92,17,0,379.639,31.112,1409.819,1353.096
7,5,8,792,107,20,0,598.073,42.939,2211.718,2128.733
7,5,9,842,118,22,1,785.392,46.326,2899.818,2790.118
7,5,10,843,143,23,1,918.491,51.636,3310.917,3183.415
7,5,11,856,150,24,1,999.528,55.225,3536.336,3398.487
7,5,12,852,156,25,2,1013.266,52.177,3645.027,3502.041
7,5,13,886,126,24,2,977.381,50.408,3548.352,3409.939
7,5,14,864,119,24,2,860.618,47.485,3166.734,3045.633
7,5,15,835,104,23,3,692.701,39.804,2628.362,2529.662
7,5,16,785,87,22,3,488.08,33.745,1847.828,1777.41
7,5,17,672,72,21,3,263.423,26.992,924.545,881.168
7,5,18,456,48,18,2,67.091,18.863,204.266,177.158
7,5,19,0,0,16,2,0,16,0,0
7,5,20,0,0,15,2,0,15,0,0
7,5,21,0,0,14,3,0,14,0,0
7,5,22,0,0,14,3,0,14,0,0
7,5,23,0,0,13,3,0,13,0,0
7,6,0,0,0,13,2,0,13,0,0
7,6,1,0,0,13,2,0,13,0,0
7,6,2,0,0,12,1,0,12,0,0
7,6,3,0,0,12,1,0,12,0,0
7,6,4,0,0,12,1,0,12,0,0
7,6,5,195,32,14,1,24.783,12.312,108.302,83.042
7,6,6,466,83,16,1,160.021,19.017,552.973,518.516
7,6,7,251,188,18,0,282.229,28.468,1104.93,1056.816
7,6,8,693,148,21,0,577.514,42.611,2143.388,2062.846
7,6,9,744,170,23,0,764.563,52.099,2739.017,2635.906
7,6,10,720,218,24,0,890.226,57.701,3104.774,2986.37
7,6,11,731,231,25,1,969.97,55.267,3431.009,3298.045
7,6,12,730,236,25,1,985.078,55.954,3471.517,3336.685
7,6,13,710,236,25,2,930.57,50.154,3383.173,3252.398
7,6,14,691,218,24,2,819.25,46.344,3033.772,2918.423
7,6,15,658,191,24,2,658.225,42.048,2474.057,2381.342
7,6,16,602,156,23,2,462.468,35.642,1749.416,1682.211
7,6,17,500,114,21,2,252.412,27.562,915.953,872.795
7,6,18,310,63,18,2,71.099,18.935,246.905,218.951
7,6,19,0,0,16,2,0,16,0,0
7,6,20,0,0,14,2,0,14,0,0
7,6,21,0,0,14,2,0,14,0,0
7,6,22,0,0,13,2,0,13,0,0
7,6,23,0,0,13,2,0,13,0,0
7,7,0,0,0,13,1,0,13,0,0
7,7,1,0,0,13,1,0,13,0,0
7,7,2,0,0,13,1,0,13,0,0
7,7,3,0,0,13,1,0,13,0,0
7,7,4,0,0,13,0,0,13,0,0
7,7,5,135,31,14,0,23.967,11.034,105.331,80.127
7,7,6,394,93,17,0,155.52,20.935,548.425,514.071
7,7,7,562,133,19,0,359.586,32.286,1343.882,1289.085
7,7,8,669,157,22,0,571.277,43.857,2107.535,2028.258
7,7,9,737,171,25,0,759.832,53.79,2697.274,2595.839
7,7,10,616,275,28,0,851.754,60.247,2928.835,2817.924
7,7,11,643,283,29,0,935.356,63.986,3150.513,3030.121
7,7,12,651,283,29,1,953.419,58.716,3308.911,3181.498
7,7,13,657,265,29,1,909.239,57.613,3174.243,3052.812
7,7,14,624,251,29,1,795.037,54.405,2820.55,2714.124
7,7,15,570,227,28,2,630.257,45.182,2333.118,2245.701
7,7,16,485,192,26,2,435.997,37.849,1639.812,1576.093
7,7,17,367,139,23,2,237.157,29.084,877.357,835.175
7,7,18,192,68,20,1,69.782,21.266,259.339,231.136
7,7,19,0,0,18,1,0,18,0,0
7,7,20,0,0,16,1,0,16,0,0
7,7,21,0,0,16,1,0,16,0,0
7,7,22,0,0,15,1,0,15,0,0
7,7,23,0,0,15,1,0,15,0,0
7,8,0,0,0,15,1,0,15,0,0
7,8,1,0,0,14,1,0,14,0,0
7,8,2,0,0,14,0,0,14,0,0
7,8,3,0,0,14,0,0,14,0,0
7,8,4,0,0,14,0,0,14,0,0
7,8,5,112,30,16,0,24.914,13.175,108.458,83.195
7,8,6,365,97,19,0,153.484,22.92,542.591,508.368
7,8,7,531,142,22,0,353.449,35.014,1306.474,1252.754
7,8,8,636,171,26,0,564.414,47.437,2045.097,1968.001
7,8,9,704,189,29,0,751.775,57.263,2618.659,2520.342
7,8,10,654,255,32,0,866.821,64.341,2911.804,2801.605
7,8,11,675,265,33,0,949.22,68.109,3121.357,3002.235
7,8,12,676,269,32,1,964.799,61.866,3289.498,3162.957
7,8,13,621,289,31,2,898.79,55.073,3182.062,3060.287
7,8,14,586,274,29,2,784.269,50.217,2846.16,2738.682
7,8,15,528,248,28,2,621.702,44.939,2305.574,2219.172
7,8,16,393,225,26,2,418.617,37.379,1585.656,1523.623
7,8,17,271,159,23,2,227.225,28.766,859.943,818.198
7,8,18,113,69,21,1,67.306,22.157,261.666,233.416
7,8,19,0,0,19,1,0,19,0,0
7,8,20,0,0,17,1,0,17,0,0
7,8,21,0,0,17,2,0,17,0,0
7,8,22,0,0,16,2,0,16,0,0
7,8,23,0,0,16,2,0,16,0,0
7,9,0,0,0,15,1,0,15,0,0
7,9,1,0,0,15,1,0,15,0,0
7,9,2,0,0,15,1,0,15,0,0
7,9,3,0,0,15,1,0,15,0,0
7,9,4,0,0,15,1,0,15,0,0
7,9,5,0,28,15,1,26.152,13.396,113.737,88.374
7,9,6,220,118,17,1,146.211,19.59,559.21,524.613
7,9,7,384,185,19,1,332.635,28.162,1289.511,1236.275
7,9,8,508,225,21,1,536.296,37.139,2054.173,1976.761
7,9,9,595,247,24,1,723.019,46.243,2673.657,2573.164
7,9,10,727,212,26,1,890.484,53.46,3178.787,3057.157
7,9,11,756,214,27,1,977.708,57.332,3419.249,3286.825
7,9,12,767,211,27,1,992.05,58.019,3456.379,3322.247
7,9,13,599,307,27,2,895.601,51.239,3237.338,3113.123
7,9,14,575,285,26,2,786.173,47.359,2896.672,2787.103
7,9,15,528,252,25,2,625.89,42.118,2355.227,2266.989
7,9,16,447,210,24,2,434.231,35.808,1653.677,1589.523
7,9,17,317,154,22,2,236.095,28.043,888.663,846.197
7,9,18,124,76,20,2,73.384,20.98,286.743,257.987
7,9,19,0,0,18,2,0,18,0,0
7,9,20,0,0,17,2,0,17,0,0
7,9,21,0,0,16,2,0,16,0,0
7,9,22,0,0,16,2,0,16,0,0
7,9,23,0,0,16,2,0,16,0,0
7,10,0,0,0,15,1,0,15,0,0
7,10,1,0,0,15,1,0,15,0,0
7,10,2,0,0,15,1,0,15,0,0
7,10,3,0,0,14,1,0,14,0,0
7,10,4,0,0,14,1,0,14,0,0
7,10,5,57,29,15,1,25.469,13.372,110.777,85.471
7,10,6,298,109,17,1,151.916,19.774,561.903,527.245
7,10,7,488,158,19,1,350.366,28.738,1340.828,1286.12
7,10,8,610,188,21,1,564.352,38.039,2147.166,2066.489
7,10,9,691,204,23,1,756.126,46.326,2793.621,2688.296
7,10,10,557,325,24,1,846.809,50.518,3071.588,2954.617
7,10,11,684,272,24,2,965.404,49.659,3519.805,3382.729
7,10,12,764,226,23,2,1010.038,50.114,3673.823,3529.459
7,10,13,743,230,23,2,957.466,48.972,3502.908,3366.619
7,10,14,738,208,22,2,850.831,45.28,3168.17,3047.005
7,10,15,717,179,21,2,689.052,40.005,2616.197,2517.976
7,10,16,696,134,20,2,489.859,33.487,1866.968,1795.916
7,10,17,543,113,18,2,264.389,24.966,966.979,922.512
7,10,18,260,72,16,2,75.884,17.074,278.561,249.97
7,10,19,0,0,14,2,0,14,0,0
7,10,20,0,0,14,2,0,14,0,0
7,10,21,0,0,13,2,0,13,0,0
7,10,22,0,0,13,2,0,13,0,0
7,10,23,0,0,13,2,0,13,0,0
7,11,0,0,0,13,1,0,13,0,0
7,11,1,0,0,12,1,0,12,0,0
7,11,2,0,0,12,1,0,12,0,0
7,11,3,0,0,12,1,0,12,0,0
7,11,4,0,0,12,1,0,12,0,0
7,11,5,43,27,14,1,23.88,12.284,104.372,79.186
7,11,6,246,115,16,1,147.658,18.606,560.868,526.234
7,11,7,410,178,17,1,337.37,26.322,1315.592,1261.61
7,11,8,529,218,19,1,541.853,35.375,2092.491,2013.743
7,11,9,608,243,20,1,729.095,42.619,2746.922,2643.492
7,11,10,450,386,21,1,809.392,46.562,2998.174,2884.34
7,11,11,473,405,22,2,889.769,45.81,3310.481,3182.998
7,11,12,476,410,21,2,906.099,45.485,3377.075,3246.579
7,11,13,343,475,20,2,814.012,42.314,3083.474,2965.991
7,11,14,304,442,20,2,706.177,39.358,2713.163,2611.092
7,11,15,245,385,19,2,549.967,34.104,2162.266,2081.052
7,11,16,167,299,18,1,372.072,30.282,1478.683,1419.911
7,11,17,79,180,17,1,189.92,22.79,773.232,733.624
7,11,18,12,47,15,1,44.457,15.063,189.77,162.946
7,11,19,0,0,15,2,0,15,0,0
7,11,20,0,0,14,2,0,14,0,0
7,11,21,0,0,14,2,0,14,0,0
7,11,22,0,0,14,1,0,14,0,0
7,11,23,0,0,13,1,0,13,0,0
7,12,0,0,0,13,1,0,13,0,0
7,12,1,0,0,13,1,0,13,0,0
7,12,2,0,0,13,1,0,13,0,0
7,12,3,0,0,13,1,0,13,0,0
7,12,4,0,0,13,1,0,13,0,0
7,12,5,3,11,13,1,10.411,10.8,45.803,21.706
7,12,6,81,124,15,0,127.063,17.39,520.791,487.054
7,12,7,10,157,16,0,152.495,21.01,639.025,602.603
7,12,8,51,262,18,0,283.629,28.466,1147.353,1098.086
7,12,9,173,369,20,1,501.365,34.914,1968.105,1893.653
7,12,10,339,445,21,1,762.399,44.346,2857.133,2749.203
7,12,11,399,444,22,1,850.501,48.763,3115.716,2996.838
7,12,12,449,418,22,1,887.27,50.103,3227.491,3103.712
7,12,13,481,377,22,2,853.489,45.144,3186.057,3064.107
7,12,14,489,328,21,2,756.217,41.687,2869.912,2761.453
7,12,15,474,273,20,2,609.228,36.741,2357.05,2268.744
7,12,16,426,213,19,2,426.91,30.624,1669.032,1604.393
7,12,17,330,148,18,2,234.552,23.96,896.582,853.916
7,12,18,161,71,16,1,70.222,17.183,271.916,243.46
7,12,19,0,0,15,1,0,15,0,0
7,12,20,0,0,15,1,0,15,0,0
7,12,21,0,0,14,1,0,14,0,0
7,12,22,0,0,14,1,0,14,0,0
7,12,23,0,0,14,1,0,14,0,0
7,13,0,0,0,13,1,0,13,0,0
7,13,1,0,0,13,1,0,13,0,0
7,13,2,0,0,13,1,0,13,0,0
7,13,3,0,0,13,0,0,13,0,0
7,13,4,0,0,13,0,0,13,0,0
7,13,5,120,29,14,0,24.113,11.067,105.958,80.742
7,13,6,411,87,16,0,150.465,19.689,525.667,491.822
7,13,7,64,185,18,0,200.885,25.241,816.948,776.27
7,13,8,679,147,19,0,565.374,39.761,2127.927,2047.931
7,13,9,738,164,21,1,752.376,44.323,2807.817,2701.912
7,13,10,758,184,22,1,887.137,49.726,3230.851,3106.924
7,13,11,780,187,22,1,970.097,52.474,3483.961,3348.552
7,13,12,786,186,22,2,987.345,48.635,3619.593,3477.817
7,13,13,765,189,22,2,933.855,47.388,3445.157,3311.543
7,13,14,755,170,22,2,825.654,44.595,3085.098,2967.545
7,13,15,722,149,21,2,663.429,39.288,2527.045,2432.297
7,13,16,653,128,20,2,462.576,32.705,1770.274,1702.395
7,13,17,521,102,19,2,249.125,25.47,906.809,863.883
7,13,18,285,62,18,2,68.576,18.854,241.43,213.586
7,13,19,0,0,16,2,0,16,0,0
7,13,20,0,0,15,2,0,15,0,0
7,13,21,0,0,14,2,0,14,0,0
7,13,22,0,0,14,2,0,14,0,0
7,13,23,0,0,14,1,0,14,0,0
7,14,0,0,0,14,1,0,14,0,0
7,14,1,0,0,13,1,0,13,0,0
7,14,2,0,0,13,1,0,13,0,0
7,14,3,0,0,13,1,0,13,0,0
7,14,4,0,0,13,1,0,13,0,0
7,14,5,77,28,14,1,23.303,12.266,101.858,76.719
7,14,6,347,96,15,1,147.087,17.566,533.737,499.712
7,14,7,0,132,17,2,125.05,19.03,530.198,496.252
7,14,8,190,282,18,2,390.594,27.116,1582.306,1520.377
7,14,9,734,166,19,2,751.129,38.251,2891.159,2781.82
7,14,10,768,179,19,2,891.31,42.817,3365.278,3235.318
7,14,11,796,179,20,2,978.026,46.295,3629.571,3487.321
7,14,12,808,175,20,3,998.576,44.027,3749.968,3601.93
7,14,13,809,164,20,3,951.138,43.018,3589.439,3449.092
7,14,14,779,159,20,3,835.464,40.318,3190.752,3068.596
7,14,15,726,149,19,3,666.46,35.238,2590.391,2493.182
7,14,16,642,133,18,2,461.979,30.733,1786.068,1717.676
7,14,17,507,106,17,2,247.469,23.422,911.835,868.781
7,14,18,276,62,15,2,67.952,15.779,243.967,216.072
7,14,19,0,0,14,2,0,14,0,0
7,14,20,0,0,14,2,0,14,0,0
7,14,21,0,0,14,2,0,14,0,0
7,14,22,0,0,13,2,0,13,0,0
7,14,23,0,0,13,2,0,13,0,0
7,15,0,0,0,13,2,0,13,0,0
7,15,1,0,0,13,2,0,13,0,0
7,15,2,0,0,13,2,0,13,0,0
7,15,3,0,0,13,1,0,13,0,0
7,15,4,0,0,13,1,0,13,0,0
7,15,5,98,28,13,2,23.31,11.605,102.186,77.041
7,15,6,378,90,14,2,146.624,16.144,526.759,492.889
7,15,7,0,55,15,2,52.217,14.983,225.493,197.965
7,15,8,0,117,16,2,111.375,17.305,475.938,443.191
7,15,9,6,199,17,2,195.119,20.82,820.389,779.626
7,15,10,15,284,18,2,287.253,24.596,1186.866,1136.513
7,15,11,771,196,18,2,970.588,42.468,3673.968,3529.597
7,15,12,780,195,19,3,990.931,42.882,3743.253,3595.541
7,15,13,786,182,19,3,947.604,41.962,3595.532,3454.897
7,15,14,775,165,19,3,838.338,39.408,3216.56,3093.265
7,15,15,745,145,18,3,675.958,34.487,2636.767,2537.736
7,15,16,685,123,17,3,474.112,28.433,1850.531,1780.023
7,15,17,569,96,16,3,257.177,21.79,945.008,901.107
7,15,18,338,58,15,3,67.983,15.631,233.722,206.032
7,15,19,0,0,13,3,0,13,0,0
7,15,20,0,0,13,2,0,13,0,0
7,15,21,0,0,12,2,0,12,0,0
7,15,22,0,0,12,2,0,12,0,0
7,15,23,0,0,12,2,0,12,0,0
7,16,0,0,0,12,2,0,12,0,0
7,16,1,0,0,12,2,0,12,0,0
7,16,2,0,0,12,2,0,12,0,0
7,16,3,0,0,12,2,0,12,0,0
7,16,4,0,0,12,2,0,12,0,0
7,16,5,72,25,12,2,20.93,10.515,92.195,67.238
7,16,6,335,98,14,2,146.114,16.122,536.378,502.294
7,16,7,3,146,16,1,139.393,18.983,590.622,555.313
7,16,8,16,218,17,1,217.67,22.496,907.186,864.251
7,16,9,149,366,19,1,479.913,32.994,1902.004,1829.783
7,16,10,687,239,20,1,881.477,46.638,3263.183,3137.818
7,16,11,731,234,21,2,974.857,47.137,3601.92,3460.982
7,16,12,755,223,22,2,999.807,48.949,3659.209,3515.545
7,16,13,818,170,22,2,966.469,48.213,3550.013,3411.522
7,16,14,803,156,21,2,853.511,44.417,3191.979,3069.769
7,16,15,775,135,20,2,686.556,38.985,2618.225,2519.924
7,16,16,729,109,19,2,482.681,32.313,1845.702,1775.354
7,16,17,636,82,18,2,262.994,24.905,940.006,896.233
7,16,18,440,48,17,2,65.397,17.797,203.293,176.203
7,16,19,0,0,15,2,0,15,0,0
7,16,20,0,0,14,2,0,14,0,0
7,16,21,0,0,13,2,0,13,0,0
7,16,22,0,0,13,2,0,13,0,0
7,16,23,0,0,12,2,0,12,0,0
7,17,0,0,0,12,2,0,12,0,0
7,17,1,0,0,12,2,0,12,0,0
7,17,2,0,0,11,2,0,11,0,0
7,17,3,0,0,11,2,0,11,0,0
7,17,4,0,0,11,2,0,11,0,0
7,17,5,224,26,12,2,20.282,10.498,89.349,64.445
7,17,6,580,65,14,2,157.927,16.446,519.598,485.888
7,17,7,74,184,16,2,203.829,20.206,846.875,805.455
7,17,8,841,98,18,2,613.45,33.191,2378.13,2289.038
7,17,9,895,107,19,2,812.755,40.464,3091.678,2973.841
7,17,10,929,110,20,2,963.354,45.714,3582.881,3442.843
7,17,11,943,113,21,2,1050.031,49.183,3837.98,3685.637
7,17,12,942,115,22,3,1065.79,47.586,3928.839,3771.985
7,17,13,930,114,22,3,1011.207,46.42,3749.408,3601.397
7,17,14,910,108,21,3,892.604,42.703,3367.195,3237.147
7,17,15,872,100,20,3,717.636,37.517,2754.788,2651.04
7,17,16,815,86,19,3,504.115,31.21,1932.308,1859.069
7,17,17,702,71,18,3,272.657,24.241,967.7,923.214
7,17,18,478,46,16,3,65.443,16.625,198.637,171.64
7,17,19,0,0,14,3,0,14,0,0
7,17,20,0,0,12,3,0,12,0,0
7,17,21,0,0,12,3,0,12,0,0
7,17,22,0,0,11,2,0,11,0,0
7,17,23,0,0,11,2,0,11,0,0
7,18,0,0,0,11,2,0,11,0,0
7,18,1,0,0,11,2,0,11,0,0
7,18,2,0,0,11,2,0,11,0,0
7,18,3,0,0,11,2,0,11,0,0
7,18,4,0,0,11,2,0,11,0,0
7,18,5,192,26,12,2,20.149,10.494,88.762,63.869
7,18,6,537,70,14,1,154.819,16.787,517.225,483.568
7,18,7,63,181,16,1,196.638,20.889,815.838,775.188
7,18,8,200,278,18,1,392.743,29.263,1574.048,1512.374
7,18,9,860,120,19,1,798.253,43.015,2997.553,2883.745
7,18,10,896,125,21,1,948.431,50.63,3437.142,3303.896
7,18,11,916,127,22,1,1037.687,54.499,3685.949,3541.003
7,18,12,921,126,23,1,1056.09,56.225,3716.246,3569.841
7,18,13,900,132,22,2,1000.864,49.201,3657.157,3513.591
7,18,14,882,124,22,2,884.977,46.238,3278.108,3152.077
7,18,15,848,112,21,2,714.82,40.75,2700.391,2598.831
7,18,16,794,95,20,2,502.388,33.889,1902.537,1830.299
7,18,17,693,74,19,2,271.344,26.192,955.366,911.198
7,18,18,478,46,16,2,65.154,16.803,197.934,170.95
7,18,19,0,0,14,2,0,14,0,0
7,18,20,0,0,13,2,0,13,0,0
7,18,21,0,0,12,2,0,12,0,0
7,18,22,0,0,12,2,0,12,0,0
7,18,23,0,0,11,2,0,11,0,0
7,19,0,0,0,11,2,0,11,0,0
7,19,1,0,0,11,2,0,11,0,0
7,19,2,0,0,10,2,0,10,0,0
7,19,3,0,0,10,2,0,10,0,0
7,19,4,0,0,10,2,0,10,0,0
7,19,5,237,25,12,2,19.441,10.474,85.651,60.817
7,19,6,583,64,14,1,156.28,16.832,510.941,477.423
7,19,7,34,170,16,1,174.854,20.192,731.558,692.955
7,19,8,126,279,18,1,348.923,27.808,1411.602,1354.826
7,19,9,873,117,19,1,805.25,43.034,3023.39,2908.483
7,19,10,888,133,20,1,949.179,49.748,3456.09,3321.971
7,19,11,902,137,21,2,1034.061,48.759,3788.114,3638.218
7,19,12,899,141,21,2,1049.284,49.362,3831.891,3679.848
7,19,13,888,139,20,2,996.614,47.193,3680.418,3535.738
7,19,14,860,135,20,3,877.305,41.363,3332.531,3204.054
7,19,15,807,129,19,3,703.325,36.18,2719.551,2617.223
7,19,16,718,119,18,3,486.892,29.787,1886.36,1814.662
7,19,17,574,99,17,3,260.895,22.914,953.961,909.83
7,19,18,321,60,15,3,67.94,15.64,238.274,210.492
7,19,19,0,0,13,3,0,13,0,0
7,19,20,0,0,12,3,0,12,0,0
7,19,21,0,0,12,3,0,12,0,0
7,19,22,0,0,11,3,0,11,0,0
7,19,23,0,0,11,2,0,11,0,0
7,20,0,0,0,11,2,0,11,0,0
7,20,1,0,0,11,2,0,11,0,0
7,20,2,0,0,10,2,0,10,0,0
7,20,3,0,0,10,2,0,10,0,0
7,20,4,0,0,10,2,0,10,0,0
7,20,5,127,27,11,2,20.973,9.495,92.797,67.829
7,20,6,490,77,11,2,152.598,13.264,528.892,494.975
7,20,7,0,86,12,2,81.711,12.776,356.35,326.159
7,20,8,1,164,14,2,156.918,16.635,672.528,635.324
7,20,9,33,307,15,2,325.98,22.502,1359.504,1304.254
7,20,10,841,155,16,2,934.023,39.76,3581.687,3441.705
7,20,11,862,156,17,3,1013.59,41.39,3857.907,3704.58
7,20,12,864,157,17,3,1030.262,41.946,3910.523,3754.583
7,20,13,860,149,17,3,979.954,40.86,3739.169,3591.655
7,20,14,837,142,17,3,869.276,38.254,3354.444,3224.975
7,20,15,791,132,16,3,695.155,33.054,2729.869,2627.126
7,20,16,711,119,15,3,483.234,26.722,1899.857,1827.708
7,20,17,571,98,14,3,258.843,19.853,959.43,915.158
7,20,18,313,60,13,3,67.255,13.59,239.418,211.614
7,20,19,0,0,12,2,0,12,0,0
7,20,20,0,0,12,2,0,12,0,0
7,20,21,0,0,11,2,0,11,0,0
7,20,22,0,0,11,2,0,11,0,0
7,20,23,0,0,11,2,0,11,0,0
7,21,0,0,0,11,2,0,11,0,0
7,21,1,0,0,11,2,0,11,0,0
7,21,2,0,0,11,2,0,11,0,0
7,21,3,0,0,10,2,0,10,0,0
7,21,4,0,0,10,2,0,10,0,0
7,21,5,0,6,11,2,5.673,9.064,25.147,1.428
7,21,6,482,77,12,2,150.803,14.17,521.237,487.491
7,21,7,666,106,13,2,368.641,21.634,1429.697,1372.386
7,21,8,12,205,13,2,202.87,17.894,863.765,821.924
7,21,9,11,234,14,2,232.984,19.142,987.09,942.101
7,21,10,16,284,16,2,288.354,22.748,1201.741,1150.975
7,21,11,343,431,17,2,784.287,36.843,3054.367,2938.136
7,21,12,902,141,17,2,1052.818,44.98,3934.228,3777.104
7,21,13,927,117,17,2,1012.358,44.763,3786.207,3636.404
7,21,14,911,110,17,2,896.143,41.798,3396.276,3264.904
7,21,15,875,101,16,3,720.838,33.709,2819.682,2713.292
7,21,16,809,90,15,3,504.541,27.286,1970.994,1896.444
7,21,17,689,74,14,3,269.267,20.159,974.203,929.549
7,21,18,447,47,13,2,63.393,13.701,200.797,173.757
7,21,19,0,0,11,2,0,11,0,0
7,21,20,0,0,11,2,0,11,0,0
7,21,21,0,0,10,2,0,10,0,0
7,21,22,0,0,10,2,0,10,0,0
7,21,23,0,0,10,1,0,10,0,0
7,22,0,0,0,10,1,0,10,0,0
7,22,1,0,0,9,1,0,9,0,0
7,22,2,0,0,9,1,0,9,0,0
7,22,3,0,0,9,1,0,9,0,0
7,22,4,0,0,9,1,0,9,0,0
7,22,5,156,24,11,1,18.576,9.015,82.368,57.595
7,22,6,509,72,13,1,149.991,15.602,507.107,473.674
7,22,7,0,96,15,0,91.159,17.61,389.014,358.136
7,22,8,8,198,17,0,193.758,23.354,804.719,764.342
7,22,9,825,138,19,0,791.734,47.022,2912.263,2802.044
7,22,10,734,220,21,0,906.01,55.549,3197.513,3075.059
7,22,11,740,237,22,0,988.335,59.373,3417.323,3284.988
7,22,12,734,244,23,1,1002.141,54.625,3557.5,3418.657
7,22,13,644,285,23,1,921.564,52.527,3308.23,3180.848
7,22,14,596,277,23,2,799.777,44.882,2985.187,2871.903
7,22,15,527,253,22,2,628.666,39.307,2399.907,2309.999
7,22,16,434,210,21,2,428.698,32.706,1658.195,1593.898
7,22,17,304,146,19,2,224.65,24.705,857.883,816.189
7,22,18,137,58,17,2,57.144,17.435,221.875,194.419
7,22,19,0,0,15,2,0,15,0,0
7,22,20,0,0,14,2,0,14,0,0
7,22,21,0,0,13,2,0,13,0,0
7,22,22,0,0,12,2,0,12,0,0
7,22,23,0,0,12,2,0,12,0,0
7,23,0,0,0,12,2,0,12,0,0
7,23,1,0,0,11,1,0,11,0,0
7,23,2,0,0,11,1,0,11,0,0
7,23,3,0,0,11,1,0,11,0,0
7,23,4,0,0,11,1,0,11,0,0
7,23,5,122,21,12,1,16.152,9.965,71.321,46.753
7,23,6,469,75,14,1,145.861,16.468,498.351,465.111
7,23,7,657,105,17,0,363.271,30.362,1351.295,1296.283
7,23,8,761,123,19,0,588.202,41.567,2188.912,2106.746
7,23,9,822,136,21,0,787.29,50.982,2835.741,2728.692
7,23,10,792,183,22,1,917.912,50.696,3325.622,3197.457
7,23,11,824,182,23,1,1010.645,54.593,3588.081,3447.798
7,23,12,844,174,23,2,1036.257,50.868,3754.072,3605.835
7,23,13,892,135,22,2,997.358,49.061,3647.076,3503.992
7,23,14,879,124,21,2,883.079,45.23,3288.32,3161.831
7,23,15,851,110,20,2,714.876,39.782,2713.645,2611.554
7,23,16,801,91,19,2,500.975,32.874,1905.04,1832.718
7,23,17,691,73,18,2,268.047,25.101,946.111,902.181
7,23,18,455,46,15,2,62.066,15.69,193.985,167.078
7,23,19,0,0,13,2,0,13,0,0
7,23,20,0,0,12,2,0,12,0,0
7,23,21,0,0,12,2,0,12,0,0
7,23,22,0,0,11,2,0,11,0,0
7,23,23,0,0,11,2,0,11,0,0
7,24,0,0,0,10,2,0,10,0,0
7,24,1,0,0,10,2,0,10,0,0
7,24,2,0,0,10,2,0,10,0,0
7,24,3,0,0,10,2,0,10,0,0
7,24,4,0,0,10,2,0,10,0,0
7,24,5,145,23,11,2,17.795,9.406,78.768,54.062
7,24,6,534,68,13,1,149.256,15.574,497.355,464.137
7,24,7,716,92,15,1,373.257,25.463,1413.964,1357.119
7,24,8,815,107,17,1,604.461,35.44,2317.379,2230.543
7,24,9,872,118,19,1,804.827,44.055,3005.792,2891.635
7,24,10,874,143,20,1,946.707,49.68,3448.371,3314.608
7,24,11,889,150,21,1,1035.149,53.506,3696.883,3551.412
7,24,12,888,153,22,2,1051.43,50.357,3819.454,3668.022
7,24,13,870,156,22,2,1004.145,49.266,3667.932,3523.85
7,24,14,846,148,22,2,883.602,46.214,3273.735,3147.899
7,24,15,801,136,21,2,706.05,40.527,2671.391,2570.988
7,24,16,666,139,20,2,479.397,33.271,1829.887,1760.061
7,24,17,543,105,19,2,256.339,25.718,928.953,885.463
7,24,18,313,56,16,2,62.595,16.679,218.897,191.5
7,24,19,0,0,14,2,0,14,0,0
7,24,20,0,0,13,3,0,13,0,0
7,24,21,0,0,12,2,0,12,0,0
7,24,22,0,0,12,2,0,12,0,0
7,24,23,0,0,11,2,0,11,0,0
7,25,0,0,0,11,2,0,11,0,0
7,25,1,0,0,11,2,0,11,0,0
7,25,2,0,0,10,1,0,10,0,0
7,25,3,0,0,10,1,0,10,0,0
7,25,4,0,0,10,1,0,10,0,0
7,25,5,126,21,12,1,16.185,9.965,71.467,46.897
7,25,6,474,74,14,1,144.851,16.435,492.891,459.771
7,25,7,653,105,16,1,360.906,26.048,1369.815,1314.265
7,25,8,755,125,18,1,586.107,35.813,2245.049,2160.859
7,25,9,816,138,20,1,784.525,44.358,2925.987,2815.195
7,25,10,871,134,22,1,935.091,51.149,3379.431,3248.827
7,25,11,889,138,23,1,1023.398,54.994,3625.401,3483.349
7,25,12,896,135,24,2,1041.758,51.978,3751.596,3603.479
7,25,13,805,184,24,2,970.5,50.321,3525.234,3387.904
7,25,14,804,161,24,2,860.908,47.473,3168.841,3047.647
7,25,15,790,132,23,2,694.21,42.097,2605.546,2507.743
7,25,16,740,107,22,3,484.9,33.675,1840.05,1769.889
