Month,Day,Hour,Beam Irradiance (W/m^2),Diffuse Irradiance (W/m^2),Ambient Temperature (C),Wind Speed (m/s),Plane of Array Irradiance (W/m^2),Cell Temperature (C),DC Array Output (W),AC System Output (W)
3,13,23,0,0,10,1,0,10,0,0
3,14,0,0,0,10,1,0,10,0,0
3,14,1,0,0,9,1,0,9,0,0
3,14,2,0,0,9,2,0,9,0,0
3,14,3,0,0,9,2,0,9,0,0
3,14,4,0,0,9,2,0,9,0,0
3,14,5,0,0,9,2,0,9,0,0
3,14,6,0,0,10,2,0,10,0,0
3,14,7,0,49,12,1,46.543,10.991,204.592,177.477
3,14,8,37,157,13,1,176.566,16.634,752.627,713.517
3,14,9,321,233,14,1,475.945,27.781,1925.034,1852.04
3,14,10,839,120,15,1,847.802,40.973,3225.327,3101.644
3,14,11,863,127,16,1,949.678,46.222,3523.529,3386.278
3,14,12,893,117,17,1,977.61,48.296,3588.803,3448.485
3,14,13,894,108,18,1,928.503,47.993,3411.529,3279.459
3,14,14,860,102,19,1,803.974,45.321,2984.917,2871.645
3,14,15,792,91,18,1,607.538,38.341,2305.015,2218.635
3,14,16,665,74,17,1,369.828,29.505,1394.325,1338.058
3,14,17,389,43,15,1,123.582,18.642,420.221,388.679
3,14,18,0,0,13,1,0,13,0,0
3,14,19,0,0,12,1,0,12,0,0
3,14,20,0,0,12,1,0,12,0,0
3,14,21,0,0,11,1,0,11,0,0
3,14,22,0,0,11,1,0,11,0,0
3,14,23,0,0,11,1,0,11,0,0
3,15,0,0,0,11,1,0,11,0,0
3,15,1,0,0,11,1,0,11,0,0
3,15,2,0,0,11,1,0,11,0,0
3,15,3,0,0,10,1,0,10,0,0
3,15,4,0,0,10,1,0,10,0,0
3,15,5,0,0,10,1,0,10,0,0
3,15,6,79,9,11,1,17.2,8.97,57.599,33.285
3,15,7,583,53,12,0,228.061,18.937,829.942,788.943
3,15,8,776,74,14,0,483.846,32.36,1845.938,1775.582
3,15,9,868,85,17,0,706.912,44.198,2622.631,2524.157
3,15,10,914,93,20,0,877.918,53.384,3129.131,3009.67
3,15,11,935,98,21,0,979.54,58.086,3409.224,3277.26
3,15,12,938,99,22,0,1002.17,60.113,3449.565,3315.747
3,15,13,923,99,22,0,946.272,58.649,3281.66,3155.47
3,15,14,891,93,22,1,815.109,48.504,2976.122,2863.222
3,15,15,828,83,21,1,622.465,41.67,2321.684,2234.689
3,15,16,709,68,18,1,382.141,30.922,1428.164,1370.899
3,15,17,447,40,15,1,131.953,18.979,439.541,407.584
3,15,18,0,0,13,1,0,13,0,0
3,15,19,0,0,12,1,0,12,0,0
3,15,20,0,0,12,1,0,12,0,0
3,15,21,0,0,11,1,0,11,0,0
3,15,22,0,0,11,1,0,11,0,0
3,15,23,0,0,11,1,0,11,0,0
3,16,0,0,0,11,1,0,11,0,0
3,16,1,0,0,10,1,0,10,0,0
3,16,2,0,0,10,1,0,10,0,0
3,16,3,0,0,10,1,0,10,0,0
3,16,4,0,0,10,1,0,10,0,0
3,16,5,0,0,10,1,0,10,0,0
3,16,6,115,11,11,1,22.658,9.156,73.221,48.618
3,16,7,605,52,13,1,235.171,18.427,857.945,816.249
3,16,8,789,72,15,1,490.754,29.484,1899.491,1827.355
3,16,9,878,84,17,1,715.369,39.16,2723.74,2621.244
3,16,10,891,107,18,1,876.336,45.546,3256.762,3131.684
3,16,11,915,113,19,1,979.74,49.918,3565.108,3425.908
3,16,12,920,116,19,2,1005.781,46.276,3731.751,3584.597
3,16,13,910,114,18,2,952.632,44.112,3572.059,3432.532
3,16,14,878,108,17,3,827.373,37.241,3201.337,3078.715
3,16,15,816,97,16,3,631.013,31.474,2477.617,2384.766
3,16,16,700,78,15,2,390.212,25.791,1498.539,1439.168
3,16,17,432,46,13,2,135.364,16.122,464.063,431.574
3,16,18,0,0,11,3,0,11,0,0
3,16,19,0,0,11,3,0,11,0,0
3,16,20,0,0,11,3,0,11,0,0
3,16,21,0,0,10,3,0,10,0,0
3,16,22,0,0,10,2,0,10,0,0
3,16,23,0,0,10,2,0,10,0,0
3,17,0,0,0,9,2,0,9,0,0
3,17,1,0,0,9,2,0,9,0,0
3,17,2,0,0,9,2,0,9,0,0
3,17,3,0,0,10,2,0,10,0,0
3,17,4,0,0,9,2,0,9,0,0
3,17,5,0,0,9,3,0,9,0,0
3,17,6,96,13,9,3,22.532,7.711,77.628,52.943
3,17,7,599,56,10,4,239.51,13.769,897.501,854.811
3,17,8,793,74,12,3,497.409,22.936,1987.708,1912.587
3,17,9,889,82,14,3,723.469,30.853,2870.436,2761.956
3,17,10,933,89,15,3,894.437,36.291,3484.135,3348.719
3,17,11,954,94,16,2,997.196,42.995,3762.424,3613.781
3,17,12,958,95,17,2,1020.56,44.803,3815.766,3664.515
3,17,13,949,92,17,2,965.192,43.519,3630.258,3487.975
3,17,14,916,88,16,2,832.023,39.122,3188.812,3066.741
3,17,15,853,81,16,2,637.97,33.829,2475.14,2382.384
3,17,16,732,68,15,2,393.286,25.895,1506.075,1446.476
3,17,17,476,42,12,2,140.166,15.261,474.621,441.902
3,17,18,0,0,10,2,0,10,0,0
3,17,19,0,0,10,2,0,10,0,0
3,17,20,0,0,10,2,0,10,0,0
3,17,21,0,0,9,2,0,9,0,0
3,17,22,0,0,9,2,0,9,0,0
3,17,23,0,0,8,2,0,8,0,0
3,18,0,0,0,8,2,0,8,0,0
3,18,1,0,0,8,2,0,8,0,0
3,18,2,0,0,7,2,0,7,0,0
3,18,3,0,0,7,2,0,7,0,0
3,18,4,0,0,7,2,0,7,0,0
3,18,5,0,0,7,2,0,7,0,0
3,18,6,157,15,8,2,30.798,6.715,100.385,75.274
3,18,7,616,57,11,2,247.448,15.924,920.093,876.829
3,18,8,782,82,13,2,502.67,25.529,1987.676,1912.556
3,18,9,875,93,14,1,731.865,36.835,2821.244,2714.79
3,18,10,937,93,15,1,904.709,43.601,3396.628,3265.24
3,18,11,959,96,16,1,1006.284,47.981,3699.667,3554.061
3,18,12,961,97,17,1,1027.539,49.855,3741.377,3593.756
3,18,13,945,97,18,1,968.692,49.27,3535.687,3397.868
3,18,14,901,97,18,1,831.207,45.299,3087.051,2969.414
3,18,15,836,88,17,1,635.752,38.315,2413.364,2322.95
3,18,16,722,71,15,1,392.768,28.385,1488.163,1429.105
3,18,17,459,44,13,1,139.153,17.263,470.676,438.043
3,18,18,0,0,11,2,0,11,0,0
3,18,19,0,0,10,2,0,10,0,0
3,18,20,0,0,10,1,0,10,0,0
3,18,21,0,0,10,1,0,10,0,0
3,18,22,0,0,10,1,0,10,0,0
3,18,23,0,0,9,1,0,9,0,0
3,19,0,0,0,9,1,0,9,0,0
3,19,1,0,0,9,1,0,9,0,0
3,19,2,0,0,9,1,0,9,0,0
3,19,3,0,0,8,1,0,8,0,0
3,19,4,0,0,8,1,0,8,0,0
3,19,5,0,0,7,1,0,7,0,0
3,19,6,158,15,8,1,30.937,6.363,100.898,75.777
3,19,7,604,57,11,2,245.78,15.878,916.995,873.81
3,19,8,780,78,13,1,499.74,27.856,1955.3,1881.283
3,19,9,867,92,15,1,727.526,37.647,2793.895,2688.559
3,19,10,912,101,18,1,894.591,46.096,3315.873,3188.147
3,19,11,930,108,19,0,994.547,56.784,3487.045,3351.494
3,19,12,930,111,20,0,1015.236,58.755,3521.593,3384.432
3,19,13,909,113,20,0,955.072,57.16,3340.249,3211.423
3,19,14,866,110,19,0,823.415,52.173,2949.468,2837.691
3,19,15,793,102,18,1,624.259,38.904,2364.511,2275.927
3,19,16,663,84,16,1,382.26,28.985,1450.365,1392.439
3,19,17,415,48,14,1,134.786,18.067,462.262,429.813
3,19,18,0,0,12,1,0,12,0,0
3,19,19,0,0,11,1,0,11,0,0
3,19,20,0,0,11,1,0,11,0,0
3,19,21,0,0,12,1,0,12,0,0
3,19,22,0,0,12,1,0,12,0,0
3,19,23,0,0,12,1,0,12,0,0
3,20,0,0,0,12,1,0,12,0,0
3,20,1,0,0,11,1,0,11,0,0
3,20,2,0,0,11,1,0,11,0,0
3,20,3,0,0,11,1,0,11,0,0
3,20,4,0,0,10,1,0,10,0,0
3,20,5,0,0,10,1,0,10,0,0
3,20,6,125,17,10,0,29.406,7.131,101.586,76.453
3,20,7,557,65,12,0,241.743,19.622,896.157,853.501
3,20,8,748,87,14,0,495.628,32.866,1896.476,1824.441
3,20,9,843,100,17,0,721.547,44.724,2674.031,2573.522
3,20,10,891,108,18,0,886.547,51.887,3187.122,3065.125
3,20,11,913,114,19,0,987.191,56.541,3466.023,3331.445
3,20,12,911,118,20,1,1006.421,51.972,3623.388,3481.431
3,20,13,595,244,19,1,818.688,46.033,3040.44,2924.805
3,20,14,264,302,18,1,537.737,36.389,2094.844,2016.013
3,20,15,641,129,17,1,558.436,34.812,2162.63,2081.404
3,20,16,574,88,15,2,348.467,24.448,1355.721,1300.581
3,20,17,0,52,13,2,49.815,13.609,216.444,189.096
3,20,18,0,0,11,2,0,11,0,0
3,20,19,0,0,10,2,0,10,0,0
3,20,20,0,0,9,1,0,9,0,0
3,20,21,0,0,9,1,0,9,0,0
3,20,22,0,0,8,1,0,8,0,0
3,20,23,0,0,8,1,0,8,0,0
3,21,0,0,0,8,1,0,8,0,0
3,21,1,0,0,7,1,0,7,0,0
3,21,2,0,0,7,1,0,7,0,0
3,21,3,0,0,8,1,0,8,0,0
3,21,4,0,0,7,1,0,7,0,0
3,21,5,0,0,7,1,0,7,0,0
3,21,6,0,8,9,1,7.567,6.586,33.908,10.029
3,21,7,0,65,10,1,62.009,9.51,274.352,245.847
3,21,8,193,185,11,1,292.891,18.501,1225.233,1173.813
3,21,9,804,119,13,1,716.222,34.524,2796.141,2690.713
3,21,10,732,168,14,1,826.35,40.419,3155.037,3034.447
3,21,11,890,130,15,1,991.942,46.37,3678.325,3533.745
3,21,12,901,127,16,1,1008.197,48.365,3700.326,3554.689
3,21,13,896,120,17,1,953.533,47.868,3506.7,3370.234
3,21,14,858,115,16,1,824.509,43.194,3096.763,2978.707
3,21,15,787,105,15,1,625.088,36.086,2402.153,2312.161
3,21,16,661,86,14,2,384.408,24.634,1490.471,1431.344
3,21,17,390,54,12,2,136.183,15.119,481.417,448.55
3,21,18,0,0,10,2,0,10,0,0
3,21,19,0,0,9,2,0,9,0,0
3,21,20,0,0,9,2,0,9,0,0
3,21,21,0,0,8,2,0,8,0,0
3,21,22,0,0,8,2,0,8,0,0
3,21,23,0,0,8,1,0,8,0,0
3,22,0,0,0,7,1,0,7,0,0
3,22,1,0,0,7,1,0,7,0,0
3,22,2,0,0,7,1,0,7,0,0
3,22,3,0,0,7,1,0,7,0,0
3,22,4,0,0,7,1,0,7,0,0
3,22,5,0,0,7,1,0,7,0,0
3,22,6,91,22,9,0,30.62,6.128,115.614,90.215
3,22,7,479,82,11,0,236.672,18.419,899.012,856.284
3,22,8,675,113,12,0,488.742,30.673,1898.121,1826.03
3,22,9,786,128,14,0,717.18,41.752,2701.389,2599.789
3,22,10,867,126,15,0,895.477,49.394,3263.123,3137.761
3,22,11,896,129,16,0,991.202,54.002,3529.096,3391.585
3,22,12,903,129,17,1,1013.825,49.432,3700.096,3554.47
3,22,13,890,126,17,1,962.386,48.129,3534.527,3396.762
3,22,14,854,120,17,2,827.665,39.957,3160.617,3039.783
3,22,15,787,108,16,2,628.936,33.585,2447.436,2355.735
3,22,16,661,88,15,2,386.924,25.698,1493.714,1434.489
3,22,17,404,54,12,2,139.168,15.21,490.334,457.271
3,22,18,0,0,10,2,0,10,0,0
3,22,19,0,0,9,1,0,9,0,0
3,22,20,0,0,9,1,0,9,0,0
3,22,21,0,0,9,1,0,9,0,0
3,22,22,0,0,8,2,0,8,0,0
3,22,23,0,0,8,2,0,8,0,0
3,23,0,0,0,7,1,0,7,0,0
3,23,1,0,0,7,1,0,7,0,0
3,23,2,0,0,6,1,0,6,0,0
3,23,3,0,0,6,1,0,6,0,0
3,23,4,0,0,6,1,0,6,0,0
3,23,5,0,0,6,1,0,6,0,0
3,23,6,117,24,8,1,35.928,6.533,132.944,107.216
3,23,7,162,100,9,1,151.696,11.704,627.635,591.476
3,23,8,243,184,11,0,324.522,23.076,1327.019,1272.709
3,23,9,835,114,13,0,737.702,40.466,2796.654,2691.206
3,23,10,898,116,14,0,907.696,48.954,3315.445,3187.739
3,23,11,924,119,16,1,1008.718,48.059,3707.676,3561.685
3,23,12,929,119,17,1,1029.596,49.919,3747.977,3600.036
3,23,13,909,120,17,1,967.923,48.339,3550.973,3412.437
3,23,14,872,114,17,1,836.565,44.514,3121.041,3001.932
3,23,15,808,102,16,2,636.745,33.812,2474.744,2382.003
3,23,16,692,83,15,2,395.572,25.951,1523.242,1463.123
3,23,17,448,51,12,1,145.195,16.474,501.553,468.242
3,23,18,0,0,10,1,0,10,0,0
3,23,19,0,0,10,1,0,10,0,0
3,23,20,0,0,9,1,0,9,0,0
3,23,21,0,0,9,1,0,9,0,0
3,23,22,0,0,9,1,0,9,0,0
3,23,23,0,0,8,1,0,8,0,0
3,24,0,0,0,8,1,0,8,0,0
3,24,1,0,0,8,1,0,8,0,0
3,24,2,0,0,8,1,0,8,0,0
3,24,3,0,0,8,1,0,8,0,0
3,24,4,0,0,8,1,0,8,0,0
3,24,5,0,0,8,1,0,8,0,0
3,24,6,201,24,10,1,44.377,8.868,149.099,123.063
3,24,7,81,103,12,1,129.578,14.047,543.714,509.465
3,24,8,346,171,14,1,366.883,24.177,1486.177,1427.179
3,24,9,374,247,16,1,535.987,32.42,2122.179,2042.386
3,24,10,915,112,17,1,920.208,45.116,3429.665,3296.764
3,24,11,935,117,18,1,1018.814,50.214,3702.344,3556.61
3,24,12,937,119,19,1,1038.841,52.034,3739.112,3591.601
3,24,13,927,114,20,1,979.152,51.433,3533.555,3395.836
3,24,14,896,107,19,1,844.416,46.633,3115.714,2996.836
3,24,15,833,97,18,1,648.139,39.671,2446.39,2354.728
3,24,16,714,81,16,2,403.465,27.181,1543.771,1483.026
3,24,17,451,53,13,2,147.997,16.516,512.72,479.162
3,24,18,0,0,11,2,0,11,0,0
3,24,19,0,0,10,2,0,10,0,0
3,24,20,0,0,9,2,0,9,0,0
3,24,21,0,0,9,2,0,9,0,0
3,24,22,0,0,9,2,0,9,0,0
3,24,23,0,0,8,1,0,8,0,0
3,25,0,0,0,8,1,0,8,0,0
3,25,1,0,0,8,1,0,8,0,0
3,25,2,0,0,7,1,0,7,0,0
3,25,3,0,0,7,1,0,7,0,0
3,25,4,0,0,8,1,0,8,0,0
3,25,5,0,0,8,1,0,8,0,0
3,25,6,0,22,10,1,20.863,8.066,92.89,67.919
3,25,7,252,99,11,2,182.76,14.102,736.207,697.492
3,25,8,150,197,12,2,283.502,18.444,1190.857,1140.394
3,25,9,0,25,12,2,23.735,11.63,104.037,78.857
3,25,10,0,66,13,2,62.796,12.796,273.837,245.342
3,25,11,41,340,13,2,386.59,21.818,1618.129,1555.088
3,25,12,22,303,14,2,318.763,22.088,1332.603,1278.132
3,25,13,266,367,15,2,641.771,31.351,2566.858,2470.567
3,25,14,157,322,14,2,463.778,26.779,1894.275,1822.313
3,25,15,410,204,13,3,486.888,24.249,1992.766,1917.472
3,25,16,647,91,12,3,385.1,20.899,1522.902,1462.793
3,25,17,400,56,11,2,140.901,14.247,501.224,467.921
3,25,18,0,0,9,2,0,9,0,0
3,25,19,0,0,9,1,0,9,0,0
3,25,20,0,0,9,1,0,9,0,0
3,25,21,0,0,10,2,0,10,0,0
3,25,22,0,0,10,2,0,10,0,0
3,25,23,0,0,10,2,0,10,0,0
3,26,0,0,0,10,2,0,10,0,0
3,26,1,0,0,10,2,0,10,0,0
3,26,2,0,0,10,2,0,10,0,0
3,26,3,0,0,10,2,0,10,0,0
3,26,4,0,0,10,2,0,10,0,0
3,26,5,0,0,10,2,0,10,0,0
3,26,6,0,9,10,2,8.514,8.122,37.896,13.945
3,26,7,115,108,11,3,145.806,12.817,610.211,574.453
3,26,8,0,143,11,3,137.796,12.995,600.359,564.827
3,26,9,16,221,11,3,226.798,15.153,978.14,933.383
3,26,10,392,312,12,3,677.985,27.166,2764.75,2660.599
3,26,11,597,269,12,4,871.831,30.899,3494.961,3359.042
3,26,12,460,325,13,4,809.268,30.935,3244.032,3119.52
3,26,13,175,380,13,4,561.739,25.515,2310.493,2223.91
3,26,14,567,217,13,4,701.037,27.997,2841.838,2734.538
3,26,15,787,107,13,4,630.365,26.768,2536.022,2440.927
3,26,16,241,148,12,3,259.647,18.263,1068.676,1021.536
3,26,17,56,65,11,2,74.53,11.952,310.78,281.533
3,26,18,0,0,11,2,0,11,0,0
3,26,19,0,0,11,2,0,11,0,0
3,26,20,0,0,11,2,0,11,0,0
3,26,21,0,0,11,2,0,11,0,0
3,26,22,0,0,10,2,0,10,0,0
3,26,23,0,0,10,2,0,10,0,0
3,27,0,0,0,10,2,0,10,0,0
3,27,1,0,0,10,2,0,10,0,0
3,27,2,0,0,10,2,0,10,0,0
3,27,3,0,0,10,1,0,10,0,0
3,27,4,0,0,10,1,0,10,0,0
3,27,5,0,0,10,1,0,10,0,0
3,27,6,0,17,10,1,16.104,7.904,71.753,47.177
3,27,7,0,50,11,1,47.448,10.086,209.4,182.191
3,27,8,572,146,12,1,473.025,25.112,1898.157,1826.065
3,27,9,466,228,13,2,593.563,28.646,2392.615,2302.98
3,27,10,181,357,14,2,532.953,28.43,2161.262,2080.084
3,27,11,144,398,14,2,558.029,28.888,2259.134,2174.432
3,27,12,196,406,14,2,619.791,30.569,2489.052,2395.764
3,27,13,236,376,14,2,613.381,30.599,2462.349,2370.081
3,27,14,292,309,14,2,567.452,29.39,2287.608,2201.866
3,27,15,496,184,14,2,521.917,28.058,2095.302,2016.455
3,27,16,66,152,13,2,179.443,17.79,755.264,716.091
3,27,17,0,22,12,1,20.837,11.139,91.534,66.589
3,27,18,0,0,11,1,0,11,0,0
3,27,19,0,0,11,1,0,11,0,0
3,27,20,0,0,10,1,0,10,0,0
3,27,21,0,0,10,1,0,10,0,0
3,27,22,0,0,10,1,0,10,0,0
3,27,23,0,0,10,1,0,10,0,0
3,28,0,0,0,10,1,0,10,0,0
3,28,1,0,0,10,1,0,10,0,0
3,28,2,0,0,10,1,0,10,0,0
3,28,3,0,0,10,1,0,10,0,0
3,28,4,0,0,10,1,0,10,0,0
3,28,5,0,0,10,1,0,10,0,0
3,28,6,0,12,11,1,11.357,8.77,50.411,26.23
3,28,7,0,72,12,2,68.607,11.895,300.374,271.34
3,28,8,370,176,13,2,388.576,21.891,1592.529,1530.283
3,28,9,305,272,14,2,514.465,27.284,2090.323,2011.651
3,28,10,833,133,15,2,884.909,38.14,3418.643,3286.247
3,28,11,639,253,16,3,899.642,37.754,3487.003,3351.453
3,28,12,601,277,16,3,896.187,37.711,3474.756,3339.774
3,28,13,574,265,16,3,826.494,36.122,3228.651,3104.822
3,28,14,214,324,15,3,511.529,27.714,2079.529,2001.234
3,28,15,389,213,15,2,476.418,27.667,1919.7,1846.885
3,28,16,367,133,14,2,303.712,21.988,1216.642,1165.461
3,28,17,141,68,13,2,97.596,14.774,383.492,352.731
3,28,18,0,0,13,2,0,13,0,0
3,28,19,0,0,12,2,0,12,0,0
3,28,20,0,0,12,2,0,12,0,0
3,28,21,0,0,12,2,0,12,0,0
3,28,22,0,0,12,2,0,12,0,0
3,28,23,0,0,12,2,0,12,0,0
3,29,0,0,0,12,2,0,12,0,0
3,29,1,0,0,12,3,0,12,0,0
3,29,2,0,0,12,3,0,12,0,0
3,29,3,0,0,12,3,0,12,0,0
3,29,4,0,0,12,3,0,12,0,0
3,29,5,0,0,12,2,0,12,0,0
3,29,6,0,2,12,2,1.89,9.98,8.343,0
3,29,7,0,15,13,2,14.203,11.356,62.33,37.928
3,29,8,0,60,13,2,56.981,12.599,248.696,220.706
3,29,9,0,107,13,2,102.039,14.013,442.557,410.534
3,29,10,0,118,13,2,112.774,14.473,488.111,455.096
3,29,11,17,283,13,2,292.957,19.459,1239.644,1187.82
3,29,12,8,219,13,2,220.106,18.101,937.179,893.479
3,29,13,19,284,13,2,295.291,19.892,1247.001,1194.97
3,29,14,39,286,12,2,320.455,19.835,1353.095,1298.031
3,29,15,0,107,12,2,102.076,13.948,442.845,410.817
3,29,16,5,132,11,2,129.325,12.909,562.905,528.225
3,29,17,0,60,10,1,57.212,10.052,252.529,224.463
3,29,18,0,0,10,1,0,10,0,0
3,29,19,0,0,10,1,0,10,0,0
3,29,20,0,0,10,2,0,10,0,0
3,29,21,0,0,9,2,0,9,0,0
3,29,22,0,0,9,2,0,9,0,0
3,29,23,0,0,9,2,0,9,0,0
3,30,0,0,0,9,2,0,9,0,0
3,30,1,0,0,9,2,0,9,0,0
3,30,2,0,0,8,2,0,8,0,0
3,30,3,0,0,8,2,0,8,0,0
3,30,4,0,0,8,2,0,8,0,0
3,30,5,0,0,8,2,0,8,0,0
3,30,6,303,32,9,2,61.039,8.588,198.75,171.75
3,30,7,648,67,10,2,291.057,16.227,1112.835,1064.507
3,30,8,449,164,12,2,427.53,22.694,1743.013,1676.015
3,30,9,496,221,13,2,611.531,28.967,2461.644,2369.403
3,30,10,662,213,13,2,826.254,35.048,3242.538,3118.092
3,30,11,127,402,13,2,545.658,28.536,2212.825,2129.8
3,30,12,75,391,13,3,474.147,24.157,1963.155,1888.871
3,30,13,496,295,13,3,786.868,31.289,3147.759,3027.487
3,30,14,256,322,13,3,551.722,26.595,2254.58,2170.044
3,30,15,813,100,12,3,641.858,27.137,2578.031,2481.305
3,30,16,691,86,12,3,400.847,21.677,1578.394,1516.586
3,30,17,443,59,11,2,153.484,14.65,543.337,509.097
3,30,18,0,0,9,2,0,9,0,0
3,30,19,0,0,9,1,0,9,0,0
3,30,20,0,0,9,1,0,9,0,0
3,30,21,0,0,9,1,0,9,0,0
3,30,22,0,0,9,1,0,9,0,0
3,30,23,0,0,9,1,0,9,0,0
3,31,0,0,0,9,1,0,9,0,0
3,31,1,0,0,9,1,0,9,0,0
3,31,2,0,0,8,1,0,8,0,0
3,31,3,0,0,8,2,0,8,0,0
3,31,4,0,0,9,2,0,9,0,0
3,31,5,0,0,9,2,0,9,0,0
3,31,6,53,37,9,3,40.803,8.166,168.777,142.361
3,31,7,193,124,10,4,192.05,12.752,796.54,756.363
3,31,8,29,187,11,5,201.685,13.886,872.623,830.56
3,31,9,75,286,12,5,344.281,17.711,1466.42,1408.015
3,31,10,20,275,12,6,286.162,16.274,1228.446,1176.936
3,31,11,0,108,12,5,103.175,13.114,449.283,417.115
3,31,12,0,119,11,4,113.871,12.155,497.975,464.744
3,31,13,0,98,11,3,93.449,11.815,409.283,377.975
3,31,14,0,52,11,3,49.444,10.67,217.649,190.277
3,31,15,0,160,10,3,153.997,12.122,673.552,636.324
3,31,16,721,83,18,2,411.25,27.756,1572.371,1510.748
3,31,17,500,55,16,2,161.443,19.926,549.041,514.673
3,31,18,0,0,14,2,0,14,0,0
3,31,19,0,0,14,2,0,14,0,0
3,31,20,0,0,13,2,0,13,0,0
3,31,21,0,0,12,2,0,12,0,0
3,31,22,0,0,11,2,0,11,0,0
3,31,23,0,0,11,2,0,11,0,0
4,1,0,0,0,10,2,0,10,0,0
4,1,1,0,0,10,2,0,10,0,0
4,1,2,0,0,10,2,0,10,0,0
4,1,3,0,0,10,2,0,10,0,0
4,1,4,0,0,10,2,0,10,0,0
4,1,5,0,0,10,2,0,10,0,0
4,1,6,39,38,11,2,40.514,10.045,169.339,142.912
4,1,7,106,123,13,2,159.096,15.537,663.219,626.234
4,1,8,312,197,16,2,381.082,24.981,1545.506,1484.708
4,1,9,259,292,18,2,502.972,30.891,2010.252,1934.358
4,1,10,591,246,19,2,797.023,39.742,3055.913,2939.616
4,1,11,537,303,20,2,855.192,43.014,3227.792,3104
4,1,12,496,322,21,2,843.606,43.853,3170.605,3049.334
4,1,13,577,271,21,2,837.134,43.66,3148.144,3027.855
4,1,14,558,229,22,2,708.027,41.404,2687.419,2586.377
4,1,15,814,99,22,1,642.361,42.749,2389.167,2299.662
4,1,16,606,108,21,1,386.445,34.07,1443.113,1385.404
4,1,17,156,72,18,1,104.449,21.133,397.459,366.402
4,1,18,0,0,16,1,0,16,0,0
4,1,19,0,0,15,1,0,15,0,0
4,1,20,0,0,15,1,0,15,0,0
4,1,21,0,0,15,1,0,15,0,0
4,1,22,0,0,15,1,0,15,0,0
4,1,23,0,0,15,1,0,15,0,0
4,2,0,0,0,14,1,0,14,0,0
4,2,1,0,0,13,1,0,13,0,0
4,2,2,0,0,12,1,0,12,0,0
4,2,3,0,0,12,1,0,12,0,0
4,2,4,0,0,11,1,0,11,0,0
4,2,5,0,0,11,1,0,11,0,0
4,2,6,257,40,13,1,65.708,12.667,224.024,196.526
4,2,7,594,80,15,1,291.42,22.469,1097.206,1049.301
4,2,8,755,100,17,1,540.414,33.183,2082.738,2004.331
4,2,9,841,111,19,1,759.449,42.521,2854.164,2746.356
4,2,10,887,118,20,0,919.056,54.85,3254.028,3129.071
4,2,11,908,122,21,0,1012.761,59.223,3504.17,3367.822
4,2,12,911,123,22,0,1029.461,61.031,3526.242,3388.865
4,2,13,915,111,23,0,973.995,60.46,3345.269,3216.216
4,2,14,885,105,23,1,840.218,50.229,3043.097,2927.349
4,2,15,829,95,22,1,648.278,43.455,2402.26,2312.264
4,2,16,682,90,20,1,401.905,33.581,1497.612,1438.27
4,2,17,465,59,17,1,158.571,21.943,541.279,507.085
4,2,18,0,0,15,1,0,15,0,0
4,2,19,0,0,13,1,0,13,0,0
4,2,20,0,0,12,1,0,12,0,0
4,2,21,0,0,12,1,0,12,0,0
4,2,22,0,0,11,1,0,11,0,0
4,2,23,0,0,11,1,0,11,0,0
4,3,0,0,0,11,1,0,11,0,0
4,3,1,0,0,10,1,0,10,0,0
4,3,2,0,0,10,1,0,10,0,0
4,3,3,0,0,10,1,0,10,0,0
4,3,4,0,0,10,1,0,10,0,0
4,3,5,0,0,10,1,0,10,0,0
4,3,6,283,42,11,1,71.108,10.802,242.357,214.495
4,3,7,605,82,13,1,298.931,20.737,1136.457,1087.488
4,3,8,756,103,14,1,546.062,30.475,2133.748,2053.547
4,3,9,836,115,16,1,761.8,39.769,2903.918,2794.047
4,3,10,885,120,17,1,921.027,46.027,3418.453,3286.066
4,3,11,903,126,18,2,1013.512,45.355,3779.2,3629.739
4,3,12,904,128,18,2,1028.943,45.993,3824.386,3672.711
4,3,13,865,140,18,2,965.878,44.502,3616.11,3474.5
4,3,14,825,136,17,2,829.479,40.012,3168.618,3047.434
4,3,15,753,126,16,2,633.158,33.699,2467.029,2374.583
4,3,16,628,107,15,1,395.619,28.456,1517.476,1457.532
4,3,17,389,71,13,1,153.486,17.743,550.529,516.128
4,3,18,0,0,11,1,0,11,0,0
4,3,19,0,0,10,1,0,10,0,0
4,3,20,0,0,9,1,0,9,0,0
4,3,21,0,0,9,1,0,9,0,0
4,3,22,0,0,9,1,0,9,0,0
4,3,23,0,0,8,1,0,8,0,0
4,4,0,0,0,8,1,0,8,0,0
4,4,1,0,0,8,1,0,8,0,0
4,4,2,0,0,8,1,0,8,0,0
4,4,3,0,0,8,1,0,8,0,0
4,4,4,0,0,8,1,0,8,0,0
4,4,5,0,0,8,1,0,8,0,0
4,4,6,0,4,9,2,3.781,6.968,16.913,0
4,4,7,0,22,10,2,20.842,8.484,92.629,67.663
4,4,8,0,80,11,2,76.041,11.121,334.061,304.334
4,4,9,0,132,12,2,126.299,13.742,548.44,514.086
4,4,10,22,289,13,1,301.781,21.11,1267.22,1214.618
4,4,11,39,354,13,1,397.586,24.991,1639.742,1576.025
4,4,12,908,132,14,1,1038.066,45.032,3877.664,3723.358
4,4,13,894,129,14,2,975.126,40.991,3717.057,3570.613
4,4,14,857,124,13,2,843.391,36.588,3277.391,3151.392
